SKU Code,Design No.,Stock,Category,Size,Color
JNE3452-KR-XXXL,JNE3452,1.0,KURTA,XXXL,NAVY BLUE
JNE3453-KR-L,JNE3453,43.0,KURTA,L,YELLOW
JNE3453-KR-M,JNE3453,42.0,KURTA,M,YELLOW
JNE3453-KR-S,JNE3453,53.0,KURTA,S,YELLOW
JNE3453-KR-XL,JNE3453,55.0,KURTA,XL,YELLOW
JNE3453-KR-XS,JNE3453,3.0,KURTA,XS,YELLOW
JNE3453-KR-XXL,JNE3453,21.0,KURTA,XXL,YELLOW
JNE3454-KR-L,JNE3454,28.0,KURTA,L,PEACH
JNE3454-KR-M,JNE3454,52.0,KURTA,M,PEACH
JNE3454-KR-S,JNE3454,83.0,KURTA,S,PEACH
JNE3454-KR-XL,JNE3454,63.0,KURTA,XL,PEACH
JNE3454-KR-XS,JNE3454,24.0,KURTA,XS,PEACH
JNE3454-KR-XXL,JNE3454,33.0,KURTA,XXL,PEACH
JNE3454-KR-XXXL,JNE3454,9.0,KURTA,XXXL,PEACH
JNE3455-KR-L,JNE3455,7.0,KURTA,L,BLACK
JNE3455-KR-M,JNE3455,18.0,KURTA,M,BLACK
JNE3455-KR-S,JNE3455,16.0,KURTA,S,BLACK
JNE3455-KR-XL,JNE3455,15.0,KURTA,XL,BLACK
JNE3455-KR-XS,JNE3455,1.0,KURTA,XS,BLACK
JNE3455-KR-XXL,JNE3455,13.0,KURTA,XXL,BLACK
JNE3455-KR-XXXL,JNE3455,1.0,KURTA,XXXL,BLACK
JNE3456-KR-L,JNE3456,3.0,KURTA,L,BROWN
JNE3456-KR-M,JNE3456,3.0,KURTA,M,BROWN
JNE3456-KR-S,JNE3456,5.0,KURTA,S,BROWN
JNE3456-KR-XL,JNE3456,5.0,KURTA,XL,BROWN
JNE3456-KR-XS,JNE3456,1.0,KURTA,XS,BROWN
JNE3456-KR-XXL,JNE3456,3.0,KURTA,XXL,BROWN
JNE3456-KR-XXXL,JNE3456,1.0,KURTA,XXXL,BROWN
JNE3457-KR-L,JNE3457,37.0,KURTA,L,TURQUOISE BLUE
JNE3457-KR-M,JNE3457,46.0,KURTA,M,TURQUOISE BLUE
JNE3457-KR-S,JNE3457,28.0,KURTA,S,TURQUOISE BLUE
JNE3457-KR-XL,JNE3457,27.0,KURTA,XL,TURQUOISE BLUE
JNE3457-KR-XS,JNE3457,30.0,KURTA,XS,TURQUOISE BLUE
JNE3457-KR-XXL,JNE3457,35.0,KURTA,XXL,TURQUOISE BLUE
JNE3457-KR-XXXL,JNE3457,88.0,KURTA,XXXL,TURQUOISE BLUE
JNE3458-KR-L,JNE3458,3.0,KURTA,L,BROWN
JNE3458-KR-M,JNE3458,24.0,KURTA,M,BROWN
JNE3458-KR-S,JNE3458,35.0,KURTA,S,BROWN
JNE3458-KR-XL,JNE3458,5.0,KURTA,XL,BROWN
JNE3458-KR-XS,JNE3458,53.0,KURTA,XS,BROWN
JNE3458-KR-XXL,JNE3458,12.0,KURTA,XXL,BROWN
JNE3458-KR-XXXL,JNE3458,9.0,KURTA,XXXL,BROWN
JNE3459-KR-L,JNE3459,21.0,KURTA,L,NAVY BLUE
JNE3459-KR-M,JNE3459,33.0,KURTA,M,NAVY BLUE
JNE3459-KR-S,JNE3459,8.0,KURTA,S,NAVY BLUE
JNE3459-KR-XL,JNE3459,2.0,KURTA,XL,NAVY BLUE
JNE3459-KR-XS,JNE3459,11.0,KURTA,XS,NAVY BLUE
JNE3459-KR-XXL,JNE3459,6.0,KURTA,XXL,NAVY BLUE
JNE3459-KR-XXXL,JNE3459,5.0,KURTA,XXXL,NAVY BLUE
JNE3460-KR-L,JNE3460,24.0,KURTA,L,MAROON
JNE3460-KR-M,JNE3460,32.0,KURTA,M,MAROON
JNE3460-KR-S,JNE3460,60.0,KURTA,S,MAROON
JNE3460-KR-XL,JNE3460,32.0,KURTA,XL,MAROON
JNE3460-KR-XS,JNE3460,21.0,KURTA,XS,MAROON
JNE3460-KR-XXL,JNE3460,27.0,KURTA,XXL,MAROON
JNE3461-KR-L,JNE3461,4.0,KURTA,L,TEAL
JNE3461-KR-M,JNE3461,5.0,KURTA,M,TEAL
JNE3461-KR-S,JNE3461,53.0,KURTA,S,TEAL
JNE3461-KR-XL,JNE3461,2.0,KURTA,XL,TEAL
JNE3461-KR-XS,JNE3461,80.0,KURTA,XS,TEAL
JNE3461-KR-XXL,JNE3461,2.0,KURTA,XXL,TEAL
JNE3461-KR-XXXL,JNE3461,0.0,KURTA,XXXL,TEAL
JNE3462-KR-L,JNE3462,16.0,KURTA,L,MUSTARD
JNE3462-KR-M,JNE3462,23.0,KURTA,M,MUSTARD
JNE3462-KR-S,JNE3462,32.0,KURTA,S,MUSTARD
JNE3462-KR-XL,JNE3462,25.0,KURTA,XL,MUSTARD
JNE3462-KR-XS,JNE3462,4.0,KURTA,XS,MUSTARD
JNE3462-KR-XXL,JNE3462,19.0,KURTA,XXL,MUSTARD
JNE3462-KR-XXXL,JNE3462,1.0,KURTA,XXXL,MUSTARD
JNE3463-KR-L,JNE3463,235.0,KURTA,L,LIGHT GREEN
JNE3463-KR-M,JNE3463,153.0,KURTA,M,LIGHT GREEN
JNE3463-KR-S,JNE3463,107.0,KURTA,S,LIGHT GREEN
JNE3463-KR-XL,JNE3463,145.0,KURTA,XL,LIGHT GREEN
JNE3463-KR-XS,JNE3463,90.0,KURTA,XS,LIGHT GREEN
JNE3463-KR-XXL,JNE3463,98.0,KURTA,XXL,LIGHT GREEN
JNE3463-KR-XXXL,JNE3463,154.0,KURTA,XXXL,LIGHT GREEN
JNE3464-KR-M,JNE3464,2.0,KURTA,M,TEAL
JNE3464-KR-S,JNE3464,18.0,KURTA,S,TEAL
JNE3464-KR-XL,JNE3464,6.0,KURTA,XL,TEAL
JNE3464-KR-XS,JNE3464,21.0,KURTA,XS,TEAL
JNE3465-KR-L,JNE3465,108.0,KURTA,L,TURQUOISE BLUE
JNE3465-KR-M,JNE3465,131.0,KURTA,M,TURQUOISE BLUE
JNE3465-KR-S,JNE3465,46.0,KURTA,S,TURQUOISE BLUE
JNE3465-KR-XL,JNE3465,100.0,KURTA,XL,TURQUOISE BLUE
JNE3465-KR-XS,JNE3465,46.0,KURTA,XS,TURQUOISE BLUE
JNE3465-KR-XXL,JNE3465,98.0,KURTA,XXL,TURQUOISE BLUE
JNE3465-KR-XXXL,JNE3465,121.0,KURTA,XXXL,TURQUOISE BLUE
JNE3466-KR-L,JNE3466,4.0,KURTA,L,GREY
JNE3466-KR-M,JNE3466,4.0,KURTA,M,GREY
JNE3466-KR-S,JNE3466,12.0,KURTA,S,GREY
JNE3466-KR-XL,JNE3466,2.0,KURTA,XL,GREY
JNE3466-KR-XS,JNE3466,11.0,KURTA,XS,GREY
JNE3466-KR-XXL,JNE3466,4.0,KURTA,XXL,GREY
JNE3466-KR-XXXL,JNE3466,2.0,KURTA,XXXL,GREY
JNE3467-KR-L,JNE3467,2.0,KURTA,L,BLACK
JNE3467-KR-M,JNE3467,5.0,KURTA,M,BLACK
JNE3467-KR-S,JNE3467,4.0,KURTA,S,BLACK
JNE3467-KR-XL,JNE3467,4.0,KURTA,XL,BLACK
JNE3467-KR-XS,JNE3467,9.0,KURTA,XS,BLACK
JNE3467-KR-XXL,JNE3467,2.0,KURTA,XXL,BLACK
JNE3467-KR-XXXL,JNE3467,4.0,KURTA,XXXL,BLACK
JNE3468-KR-L,JNE3468,200.0,KURTA,L,TEAL
JNE3468-KR-M,JNE3468,192.0,KURTA,M,TEAL
JNE3468-KR-S,JNE3468,100.0,KURTA,S,TEAL
JNE3468-KR-XL,JNE3468,197.0,KURTA,XL,TEAL
JNE3468-KR-XS,JNE3468,20.0,KURTA,XS,TEAL
JNE3468-KR-XXL,JNE3468,139.0,KURTA,XXL,TEAL
JNE3468-KR-XXXL,JNE3468,67.0,KURTA,XXXL,TEAL
JNE3469-KR-M,JNE3469,1.0,KURTA,M,GREY
JNE3469-KR-S,JNE3469,2.0,KURTA,S,GREY
JNE3469-KR-XL,JNE3469,2.0,KURTA,XL,GREY
JNE3469-KR-XS,JNE3469,0.0,KURTA,XS,GREY
JNE3469-KR-XXL,JNE3469,1.0,KURTA,XXL,GREY
JNE3469-KR-XXXL,JNE3469,1.0,KURTA,XXXL,GREY
JNE3470-KR-L,JNE3470,33.0,KURTA,L,PEACH
JNE3470-KR-M,JNE3470,36.0,KURTA,M,PEACH
JNE3470-KR-S,JNE3470,49.0,KURTA,S,PEACH
JNE3470-KR-XL,JNE3470,30.0,KURTA,XL,PEACH
JNE3470-KR-XS,JNE3470,23.0,KURTA,XS,PEACH
JNE3470-KR-XXL,JNE3470,35.0,KURTA,XXL,PEACH
JNE3470-KR-XXXL,JNE3470,2.0,KURTA,XXXL,PEACH
JNE3471-KR-L,JNE3471,2.0,KURTA,L,MAROON
JNE3471-KR-M,JNE3471,3.0,KURTA,M,MAROON
JNE3471-KR-S,JNE3471,11.0,KURTA,S,MAROON
JNE3471-KR-XL,JNE3471,1.0,KURTA,XL,MAROON
JNE3471-KR-XS,JNE3471,41.0,KURTA,XS,MAROON
JNE3471-KR-XXL,JNE3471,0.0,KURTA,XXL,MAROON
JNE3471-KR-XXXL,JNE3471,0.0,KURTA,XXXL,MAROON
JNE3472-KR-M,JNE3472,2.0,KURTA,M,MAROON
JNE3472-KR-S,JNE3472,7.0,KURTA,S,MAROON
JNE3472-KR-XL,JNE3472,1.0,KURTA,XL,MAROON
JNE3472-KR-XS,JNE3472,6.0,KURTA,XS,MAROON
JNE3472-KR-XXXL,JNE3472,1.0,KURTA,XXXL,MAROON
JNE3473-KR-L,JNE3473,46.0,KURTA,L,LIGHT GREEN
JNE3473-KR-M,JNE3473,78.0,KURTA,M,LIGHT GREEN
JNE3473-KR-S,JNE3473,75.0,KURTA,S,LIGHT GREEN
JNE3473-KR-XL,JNE3473,64.0,KURTA,XL,LIGHT GREEN
JNE3473-KR-XS,JNE3473,63.0,KURTA,XS,LIGHT GREEN
JNE3473-KR-XXL,JNE3473,54.0,KURTA,XXL,LIGHT GREEN
JNE3473-KR-XXXL,JNE3473,5.0,KURTA,XXXL,LIGHT GREEN
JNE3474-KR-L,JNE3474,23.0,KURTA,L,TURQUOISE BLUE
JNE3474-KR-M,JNE3474,54.0,KURTA,M,TURQUOISE BLUE
JNE3474-KR-S,JNE3474,26.0,KURTA,S,TURQUOISE BLUE
JNE3474-KR-XL,JNE3474,44.0,KURTA,XL,TURQUOISE BLUE
JNE3474-KR-XS,JNE3474,11.0,KURTA,XS,TURQUOISE BLUE
JNE3474-KR-XXL,JNE3474,34.0,KURTA,XXL,TURQUOISE BLUE
JNE3474-KR-XXXL,JNE3474,26.0,KURTA,XXXL,TURQUOISE BLUE
JNE3475-KR-L,JNE3475,7.0,KURTA,L,POWDER BLUE
JNE3475-KR-M,JNE3475,8.0,KURTA,M,POWDER BLUE
JNE3475-KR-S,JNE3475,18.0,KURTA,S,POWDER BLUE
JNE3475-KR-XL,JNE3475,4.0,KURTA,XL,POWDER BLUE
JNE3475-KR-XS,JNE3475,4.0,KURTA,XS,POWDER BLUE
JNE3475-KR-XXL,JNE3475,8.0,KURTA,XXL,POWDER BLUE
JNE3475-KR-XXXL,JNE3475,2.0,KURTA,XXXL,POWDER BLUE
JNE3476-KR-L,JNE3476,25.0,KURTA,L,PEACH
JNE3476-KR-M,JNE3476,9.0,KURTA,M,PEACH
JNE3476-KR-S,JNE3476,13.0,KURTA,S,PEACH
JNE3476-KR-XL,JNE3476,1.0,KURTA,XL,PEACH
JNE3476-KR-XS,JNE3476,10.0,KURTA,XS,PEACH
JNE3476-KR-XXL,JNE3476,6.0,KURTA,XXL,PEACH
JNE3476-KR-XXXL,JNE3476,26.0,KURTA,XXXL,PEACH
JNE3477-KR-L,JNE3477,8.0,KURTA,L,PEACH
JNE3477-KR-M,JNE3477,8.0,KURTA,M,PEACH
JNE3477-KR-S,JNE3477,4.0,KURTA,S,PEACH
JNE3477-KR-XL,JNE3477,4.0,KURTA,XL,PEACH
JNE3477-KR-XS,JNE3477,1.0,KURTA,XS,PEACH
JNE3477-KR-XXL,JNE3477,3.0,KURTA,XXL,PEACH
JNE3479-KR-L,JNE3479,7.0,KURTA,L,BLACK
JNE3479-KR-M,JNE3479,6.0,KURTA,M,BLACK
JNE3479-KR-S,JNE3479,82.0,KURTA,S,BLACK
JNE3479-KR-XL,JNE3479,3.0,KURTA,XL,BLACK
JNE3479-KR-XS,JNE3479,4.0,KURTA,XS,BLACK
JNE3479-KR-XXL,JNE3479,12.0,KURTA,XXL,BLACK
JNE3479-KR-XXXL,JNE3479,3.0,KURTA,XXXL,BLACK
JNE3480-KR-L,JNE3480,6.0,KURTA,L,PINK
JNE3480-KR-M,JNE3480,6.0,KURTA,M,PINK
JNE3480-KR-S,JNE3480,7.0,KURTA,S,PINK
JNE3480-KR-XL,JNE3480,5.0,KURTA,XL,PINK
JNE3480-KR-XS,JNE3480,8.0,KURTA,XS,PINK
JNE3480-KR-XXL,JNE3480,5.0,KURTA,XXL,PINK
JNE3480-KR-XXXL,JNE3480,2.0,KURTA,XXXL,PINK
JNE3481-KR-L,JNE3481,1.0,KURTA,L,WHITE
JNE3481-KR-M,JNE3481,1.0,KURTA,M,WHITE
JNE3481-KR-S,JNE3481,3.0,KURTA,S,WHITE
JNE3481-KR-XL,JNE3481,2.0,KURTA,XL,WHITE
JNE3481-KR-XS,JNE3481,7.0,KURTA,XS,WHITE
JNE3481-KR-XXL,JNE3481,1.0,KURTA,XXL,WHITE
JNE3481-KR-XXXL,JNE3481,1.0,KURTA,XXXL,WHITE
JNE3482-KR-L,JNE3482,4.0,KURTA,L,POWDER BLUE
JNE3482-KR-M,JNE3482,3.0,KURTA,M,POWDER BLUE
JNE3482-KR-S,JNE3482,22.0,KURTA,S,POWDER BLUE
JNE3482-KR-XL,JNE3482,3.0,KURTA,XL,POWDER BLUE
JNE3482-KR-XS,JNE3482,16.0,KURTA,XS,POWDER BLUE
JNE3482-KR-XXL,JNE3482,5.0,KURTA,XXL,POWDER BLUE
JNE3482-KR-XXXL,JNE3482,1.0,KURTA,XXXL,POWDER BLUE
JNE3483-KR-L,JNE3483,32.0,KURTA,L,GREY
JNE3483-KR-M,JNE3483,44.0,KURTA,M,GREY
JNE3483-KR-S,JNE3483,48.0,KURTA,S,GREY
JNE3483-KR-XL,JNE3483,36.0,KURTA,XL,GREY
JNE3483-KR-XS,JNE3483,33.0,KURTA,XS,GREY
JNE3483-KR-XXL,JNE3483,21.0,KURTA,XXL,GREY
JNE3483-KR-XXXL,JNE3483,4.0,KURTA,XXXL,GREY
JNE3484-KR-L,JNE3484,6.0,KURTA,L,OLIVE
JNE3484-KR-M,JNE3484,32.0,KURTA,M,OLIVE
JNE3484-KR-S,JNE3484,47.0,KURTA,S,OLIVE
JNE3484-KR-XL,JNE3484,7.0,KURTA,XL,OLIVE
JNE3484-KR-XS,JNE3484,15.0,KURTA,XS,OLIVE
JNE3484-KR-XXL,JNE3484,11.0,KURTA,XXL,OLIVE
JNE3484-KR-XXXL,JNE3484,1.0,KURTA,XXXL,OLIVE
JNE3485-KR-L,JNE3485,71.0,KURTA,L,GREY
JNE3485-KR-M,JNE3485,80.0,KURTA,M,GREY
JNE3485-KR-S,JNE3485,81.0,KURTA,S,GREY
JNE3485-KR-XL,JNE3485,69.0,KURTA,XL,GREY
JNE3485-KR-XS,JNE3485,71.0,KURTA,XS,GREY
JNE3485-KR-XXL,JNE3485,64.0,KURTA,XXL,GREY
JNE3485-KR-XXXL,JNE3485,21.0,KURTA,XXXL,GREY
JNE3486-KR-L,JNE3486,90.0,KURTA,L,LIGHT GREEN
JNE3486-KR-M,JNE3486,83.0,KURTA,M,LIGHT GREEN
JNE3486-KR-S,JNE3486,102.0,KURTA,S,LIGHT GREEN
JNE3486-KR-XL,JNE3486,89.0,KURTA,XL,LIGHT GREEN
JNE3486-KR-XS,JNE3486,32.0,KURTA,XS,LIGHT GREEN
JNE3486-KR-XXL,JNE3486,97.0,KURTA,XXL,LIGHT GREEN
JNE3486-KR-XXXL,JNE3486,6.0,KURTA,XXXL,LIGHT GREEN
JNE3487-KR-L,JNE3487,6.0,KURTA,L,PEACH
JNE3487-KR-M,JNE3487,23.0,KURTA,M,PEACH
JNE3487-KR-S,JNE3487,77.0,KURTA,S,PEACH
JNE3487-KR-XL,JNE3487,7.0,KURTA,XL,PEACH
JNE3487-KR-XS,JNE3487,6.0,KURTA,XS,PEACH
JNE3487-KR-XXL,JNE3487,13.0,KURTA,XXL,PEACH
JNE3487-KR-XXXL,JNE3487,4.0,KURTA,XXXL,PEACH
JNE3488-KR-L,JNE3488,2.0,KURTA,L,WHITE
JNE3488-KR-M,JNE3488,2.0,KURTA,M,WHITE
JNE3488-KR-S,JNE3488,4.0,KURTA,S,WHITE
JNE3488-KR-XL,JNE3488,0.0,KURTA,XL,WHITE
JNE3488-KR-XS,JNE3488,7.0,KURTA,XS,WHITE
JNE3488-KR-XXL,JNE3488,0.0,KURTA,XXL,WHITE
JNE3488-KR-XXXL,JNE3488,3.0,KURTA,XXXL,WHITE
JNE3489-KR-L,JNE3489,140.0,KURTA,L,MAROON
JNE3489-KR-M,JNE3489,87.0,KURTA,M,MAROON
JNE3489-KR-S,JNE3489,114.0,KURTA,S,MAROON
JNE3489-KR-XL,JNE3489,70.0,KURTA,XL,MAROON
JNE3489-KR-XS,JNE3489,38.0,KURTA,XS,MAROON
JNE3489-KR-XXL,JNE3489,166.0,KURTA,XXL,MAROON
JNE3489-KR-XXXL,JNE3489,10.0,KURTA,XXXL,MAROON
JNE3491-KR-L,JNE3491,2.0,KURTA,L,BLUE
JNE3491-KR-M,JNE3491,3.0,KURTA,M,BLUE
JNE3491-KR-S,JNE3491,5.0,KURTA,S,BLUE
JNE3491-KR-XL,JNE3491,4.0,KURTA,XL,BLUE
JNE3491-KR-XS,JNE3491,9.0,KURTA,XS,BLUE
JNE3491-KR-XXL,JNE3491,4.0,KURTA,XXL,BLUE
JNE3491-KR-XXXL,JNE3491,2.0,KURTA,XXXL,BLUE
JNE3497-KR-L,JNE3497,1.0,KURTA,L,GREY
JNE3497-KR-M,JNE3497,1.0,KURTA,M,GREY
JNE3497-KR-S,JNE3497,2.0,KURTA,S,GREY
JNE3497-KR-XL,JNE3497,1.0,KURTA,XL,GREY
JNE3497-KR-XS,JNE3497,3.0,KURTA,XS,GREY
JNE3497-KR-XXL,JNE3497,0.0,KURTA,XXL,GREY
JNE3497-KR-XXXL,JNE3497,1.0,KURTA,XXXL,GREY
JNE3500-KR-L,JNE3500,3.0,KURTA,L,GREY
JNE3500-KR-M,JNE3500,1.0,KURTA,M,GREY
JNE3500-KR-S,JNE3500,6.0,KURTA,S,GREY
JNE3500-KR-XL,JNE3500,2.0,KURTA,XL,GREY
JNE3500-KR-XS,JNE3500,16.0,KURTA,XS,GREY
JNE3500-KR-XXL,JNE3500,2.0,KURTA,XXL,GREY
JNE3500-KR-XXXL,JNE3500,5.0,KURTA,XXXL,GREY
JNE3501-KR-L,JNE3501,5.0,KURTA,L,PINK
JNE3501-KR-M,JNE3501,7.0,KURTA,M,PINK
JNE3501-KR-S,JNE3501,29.0,KURTA,S,PINK
JNE3501-KR-XL,JNE3501,23.0,KURTA,XL,PINK
JNE3501-KR-XS,JNE3501,27.0,KURTA,XS,PINK
JNE3501-KR-XXL,JNE3501,20.0,KURTA,XXL,PINK
JNE3501-KR-XXXL,JNE3501,14.0,KURTA,XXXL,PINK
JNE3503-KR-L,JNE3503,1.0,KURTA,L,LIGHT GREEN
JNE3503-KR-M,JNE3503,1.0,KURTA,M,LIGHT GREEN
JNE3503-KR-S,JNE3503,1.0,KURTA,S,LIGHT GREEN
JNE3503-KR-XL,JNE3503,0.0,KURTA,XL,LIGHT GREEN
JNE3503-KR-XS,JNE3503,2.0,KURTA,XS,LIGHT GREEN
JNE3503-KR-XXL,JNE3503,2.0,KURTA,XXL,LIGHT GREEN
JNE3503-KR-XXXL,JNE3503,3.0,KURTA,XXXL,LIGHT GREEN
JNE3504-KR-L,JNE3504,3.0,KURTA,L,GREEN
JNE3504-KR-M,JNE3504,3.0,KURTA,M,GREEN
JNE3504-KR-S,JNE3504,3.0,KURTA,S,GREEN
JNE3504-KR-XL,JNE3504,11.0,KURTA,XL,GREEN
JNE3504-KR-XS,JNE3504,10.0,KURTA,XS,GREEN
JNE3504-KR-XXL,JNE3504,2.0,KURTA,XXL,GREEN
JNE3504-KR-XXXL,JNE3504,3.0,KURTA,XXXL,GREEN
JNE3506-KR-L,JNE3506,27.0,KURTA,L,PEACH
JNE3506-KR-M,JNE3506,19.0,KURTA,M,PEACH
JNE3506-KR-S,JNE3506,24.0,KURTA,S,PEACH
JNE3506-KR-XL,JNE3506,18.0,KURTA,XL,PEACH
JNE3506-KR-XS,JNE3506,13.0,KURTA,XS,PEACH
JNE3506-KR-XXL,JNE3506,3.0,KURTA,XXL,PEACH
JNE3506-KR-XXXL,JNE3506,2.0,KURTA,XXXL,PEACH
JNE3507-KR-L,JNE3507,1.0,KURTA,L,GREY
JNE3507-KR-M,JNE3507,1.0,KURTA,M,GREY
JNE3507-KR-S,JNE3507,0.0,KURTA,S,GREY
JNE3507-KR-XL,JNE3507,0.0,KURTA,XL,GREY
JNE3507-KR-XS,JNE3507,1.0,KURTA,XS,GREY
JNE3507-KR-XXL,JNE3507,3.0,KURTA,XXL,GREY
JNE3507-KR-XXXL,JNE3507,0.0,KURTA,XXXL,GREY
JNE3510-KR-L,JNE3510,1.0,KURTA,L,GREY
JNE3510-KR-M,JNE3510,0.0,KURTA,M,GREY
JNE3510-KR-S,JNE3510,2.0,KURTA,S,GREY
JNE3510-KR-XL,JNE3510,4.0,KURTA,XL,GREY
JNE3510-KR-XS,JNE3510,66.0,KURTA,XS,GREY
JNE3510-KR-XXL,JNE3510,6.0,KURTA,XXL,GREY
JNE3510-KR-XXXL,JNE3510,58.0,KURTA,XXXL,GREY
JNE3515-KR-L,JNE3515,62.0,KURTA,L,CORAL
JNE3515-KR-M,JNE3515,25.0,KURTA,M,CORAL
JNE3515-KR-S,JNE3515,5.0,KURTA,S,CORAL
JNE3515-KR-XL,JNE3515,63.0,KURTA,XL,CORAL
JNE3515-KR-XS,JNE3515,25.0,KURTA,XS,CORAL
JNE3515-KR-XXL,JNE3515,5.0,KURTA,XXL,CORAL
JNE3515-KR-XXXL,JNE3515,55.0,KURTA,XXXL,CORAL
JNE3516-KR-L,JNE3516,6.0,KURTA,L,MUSTARD
JNE3516-KR-M,JNE3516,9.0,KURTA,M,MUSTARD
JNE3516-KR-S,JNE3516,25.0,KURTA,S,MUSTARD
JNE3516-KR-XL,JNE3516,13.0,KURTA,XL,MUSTARD
JNE3516-KR-XS,JNE3516,3.0,KURTA,XS,MUSTARD
JNE3516-KR-XXL,JNE3516,10.0,KURTA,XXL,MUSTARD
JNE3516-KR-XXXL,JNE3516,1.0,KURTA,XXXL,MUSTARD
JNE3517-KR-L,JNE3517,6.0,KURTA,L,PEACH
JNE3517-KR-M,JNE3517,4.0,KURTA,M,PEACH
JNE3517-KR-S,JNE3517,3.0,KURTA,S,PEACH
JNE3517-KR-XL,JNE3517,4.0,KURTA,XL,PEACH
JNE3517-KR-XS,JNE3517,2.0,KURTA,XS,PEACH
JNE3517-KR-XXL,JNE3517,4.0,KURTA,XXL,PEACH
JNE3518-KR-L,JNE3518,3.0,KURTA,L,TURQUOISE
JNE3518-KR-M,JNE3518,6.0,KURTA,M,TURQUOISE
JNE3518-KR-S,JNE3518,39.0,KURTA,S,TURQUOISE
JNE3518-KR-XL,JNE3518,6.0,KURTA,XL,TURQUOISE
JNE3518-KR-XS,JNE3518,22.0,KURTA,XS,TURQUOISE
JNE3518-KR-XXL,JNE3518,12.0,KURTA,XXL,TURQUOISE
JNE3518-KR-XXXL,JNE3518,4.0,KURTA,XXXL,TURQUOISE
JNE3520-KR-L,JNE3520,64.0,KURTA,L,MUSTARD
JNE3520-KR-M,JNE3520,64.0,KURTA,M,MUSTARD
JNE3520-KR-S,JNE3520,61.0,KURTA,S,MUSTARD
JNE3520-KR-XL,JNE3520,56.0,KURTA,XL,MUSTARD
JNE3520-KR-XS,JNE3520,15.0,KURTA,XS,MUSTARD
JNE3520-KR-XXL,JNE3520,71.0,KURTA,XXL,MUSTARD
JNE3520-KR-XXXL,JNE3520,9.0,KURTA,XXXL,MUSTARD
JNE3521-KR-L,JNE3521,22.0,KURTA,L,TURQUOISE
JNE3521-KR-M,JNE3521,9.0,KURTA,M,TURQUOISE
JNE3521-KR-S,JNE3521,0.0,KURTA,S,TURQUOISE
JNE3521-KR-XL,JNE3521,3.0,KURTA,XL,TURQUOISE
JNE3521-KR-XS,JNE3521,2.0,KURTA,XS,TURQUOISE
JNE3521-KR-XXL,JNE3521,24.0,KURTA,XXL,TURQUOISE
JNE3522-KR-L,JNE3522,18.0,KURTA,L,PEACH
JNE3522-KR-M,JNE3522,29.0,KURTA,M,PEACH
JNE3522-KR-S,JNE3522,83.0,KURTA,S,PEACH
JNE3522-KR-XL,JNE3522,11.0,KURTA,XL,PEACH
JNE3522-KR-XS,JNE3522,17.0,KURTA,XS,PEACH
JNE3522-KR-XXL,JNE3522,16.0,KURTA,XXL,PEACH
JNE3522-KR-XXXL,JNE3522,1.0,KURTA,XXXL,PEACH
JNE3523-KR-L,JNE3523,0.0,KURTA,L,NAVY BLUE
JNE3523-KR-M,JNE3523,0.0,KURTA,M,NAVY BLUE
JNE3523-KR-S,JNE3523,0.0,KURTA,S,NAVY BLUE
JNE3523-KR-XL,JNE3523,0.0,KURTA,XL,NAVY BLUE
JNE3523-KR-XS,JNE3523,19.0,KURTA,XS,NAVY BLUE
JNE3523-KR-XXL,JNE3523,0.0,KURTA,XXL,NAVY BLUE
JNE3523-KR-XXXL,JNE3523,0.0,KURTA,XXXL,NAVY BLUE
JNE3524-KR-L,JNE3524,27.0,KURTA,L,BLUE
JNE3524-KR-M,JNE3524,26.0,KURTA,M,BLUE
JNE3524-KR-S,JNE3524,11.0,KURTA,S,BLUE
JNE3524-KR-XL,JNE3524,33.0,KURTA,XL,BLUE
JNE3524-KR-XS,JNE3524,5.0,KURTA,XS,BLUE
JNE3524-KR-XXL,JNE3524,22.0,KURTA,XXL,BLUE
JNE3524-KR-XXXL,JNE3524,13.0,KURTA,XXXL,BLUE
JNE3526-KR-L,JNE3526,2.0,KURTA,L,GREY
JNE3526-KR-M,JNE3526,2.0,KURTA,M,GREY
JNE3526-KR-S,JNE3526,5.0,KURTA,S,GREY
JNE3526-KR-XL,JNE3526,2.0,KURTA,XL,GREY
JNE3526-KR-XS,JNE3526,3.0,KURTA,XS,GREY
JNE3526-KR-XXL,JNE3526,3.0,KURTA,XXL,GREY
JNE3526-KR-XXXL,JNE3526,2.0,KURTA,XXXL,GREY
JNE3528-KR-L,JNE3528,2.0,KURTA,L,SEA GREEN
JNE3528-KR-M,JNE3528,0.0,KURTA,M,SEA GREEN
JNE3528-KR-S,JNE3528,2.0,KURTA,S,SEA GREEN
JNE3528-KR-XL,JNE3528,0.0,KURTA,XL,SEA GREEN
JNE3528-KR-XS,JNE3528,1.0,KURTA,XS,SEA GREEN
JNE3528-KR-XXL,JNE3528,3.0,KURTA,XXL,SEA GREEN
JNE3528-KR-XXXL,JNE3528,3.0,KURTA,XXXL,SEA GREEN
JNE3530-KR-L,JNE3530,2.0,KURTA,L,GREY
JNE3530-KR-M,JNE3530,3.0,KURTA,M,GREY
JNE3530-KR-S,JNE3530,4.0,KURTA,S,GREY
JNE3530-KR-XL,JNE3530,1.0,KURTA,XL,GREY
JNE3530-KR-XS,JNE3530,8.0,KURTA,XS,GREY
